Title,Company,Salary,Description,city,url
Field data Collection,Aceolution,,"Aceolution is urgently hiring FIELD DATA REPRESENTATIVES in Bhopal, Madhya Pradhesh, India who will verify points of interest (POI) based on specific survey…","Bhopal, Madhya Pradesh",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AA-p0Pv5Asig3S81nXngX1UyUdjneeemxPnmVVQ56o_8dWbaZ6NrnDJH6cXz_YkHKjMFtYf1Y5B5rvoU7IETAcEvE2AxiMmgzKvDwXP09QSAiH-aFk5hVABAVVtnzYS_rCOPp-3k29keDu8lQDIslDnGZHmOK51gIhy4FuKZOUKxpFr-lhnwTtEoPMOBxJuSayRjJKNeWoqQ0_ip_S7s2ZKOxV4PkREZZkOA7EpByDBsJ4Mi_-Lxo5kvC-VNSAqZ9mwWRI7bG7OdLJFSYDUWDv9_bhzjkRBTra0sCtE4W-uIdyd51QYq4kbGtrOI4d5uTJr6OaEABHv-DlUkASYxOEW7TlH6bv2d5nBgDa070p_UJ5J5gZvptPsAJ4m9INpm-PMcPXGrCm2tOiNWQxDkgUBTXTmR-E63eEvJg8VNIqqsK4A1Ovf7u-__-k4zJBB1q4m004ps11LF0QH0bC5z5ISOq2hxrDAyww_RKxo_aXmhrG_t0XQEt1ZlnWrWe_ZbD3hGFTMB5t7eNgzyat65Q8C3t6pVGoLuSxi8t28qMXvFip8fPL-YoU7Z4baLMmmqznvHnNuS2SKhyQDQbXBpsNaWYCSbzjwDBlifZA8I7seWwAfnwzvOZK&xkcb=SoBE6_M3_Gf2kIb_Wx0MbzkdCdPP&camk=4HOcmqOLYrAtNrOlvCftvw==&p=7&fvj=1&vjs=3
Document Controller,EGEC QATAR,,"Bachelor's* degree in business administration, information management, or a related field. As a Document Controller, you will be responsible for managing the…",Remote,https://in.indeed.com/rc/clk?jk=7528c2ef1ff242ef&bb=SdWaHCZt3f-Bs2EO6wLK4oFwThowQyaA52X5f6e65WJWjKxgFcrCSbboLYj3M38s92k0DCCZZir53ivrA2x8r33BSQ7Vfhul9tfjDy7DKj9Zk6W_c7QMstGCDMLRAj3F&xkcb=SoBZ67M3_Gf2kIb_Wx0DbzkdCdPP&fccid=4c718418d9bad4ab&cmp=EGEC-Qatar&ti=Document+Controller&vjs=3
Logistics Executive,MARUTI ISPAT AND ENERGY PVT. LTD,,For Vehicles follow up. For Gate entry work. Vehicles track sheet work. For Raw material inward documents verification work.,Remote,https://in.indeed.com/rc/clk?jk=2112d1a1af59a526&bb=SdWaHCZt3f-Bs2EO6wLK4gmyz8WvToNsJ0H7_K5EuoXnt9X4SFZsBBlkDtYFEu5-Q4U_ezrIgN1ie8avT_qpgT3dFSXJq_zxuQ1Uk7JNlUhuwEp3Zan5i1UU_H5EdWav&xkcb=SoDt67M3_Gf2kIb_Wx0CbzkdCdPP&fccid=451d98ece16d5a0f&cmp=MARUTI-ISPAT-AND-ENERGY-PVT.-LTD&ti=Logistics+Associate&vjs=3
DEO (Data Entry Operator),Yashanand Engineers And Contracts Private Limited,,Researching and obtaining further information for incomplete documents. Inserting customer and account data by inputting text-based and numerical information…,"Pimpri-Chinchwad, Maharashtra",https://in.indeed.com/rc/clk?jk=c495d69ab4ae2c48&bb=SdWaHCZt3f-Bs2EO6wLK4lpHtzNPRDI-IE8iXVmbS0tELq-3AjtrGvZk3ZJKW54UfCkVxcsv6oMOqjwN3UYV9q6UEJhCLflGXNhgUy3UncSiKX4srE3jwMlfC8YveCCh&xkcb=SoBw67M3_Gf2kIb_Wx0BbzkdCdPP&fccid=11767df63abfc810&cmp=Yashanand-Engineers-And-Contracts-Private-Limited&ti=Data+Entry+Clerk&vjs=3
Marketing Assistant,Gangakshi Entreprise,,Should be able to speak Hindi language.,Remote,https://in.indeed.com/rc/clk?jk=d68c00c96160493d&bb=SdWaHCZt3f-Bs2EO6wLK4kWIEstf39PceTwTvHPZpw695PGtbgW5iEgRP0-KUv3uhlf097U0CJPaLOjYRzC5dgFCsbYMxCcvisv6LfMffWsrd4pJohKxbv0rMMszxuPg&xkcb=SoDE67M3_Gf2kIb_Wx0AbzkdCdPP&fccid=153373b7b5a99c2d&cmp=Gangakshi-Entreprise&ti=Marketing+Assistant&vjs=3
YouTube Content Creator,A Y & J Solicitors,,The ideal candidate will be responsible for developing and implementing our YouTube Content Creation strategies to increase our online presence and improve our…,Remote,https://in.indeed.com/rc/clk?jk=9f2c3eba7101c4f1&bb=SdWaHCZt3f-Bs2EO6wLK4pGFSxvOBueIR_BYtpM8FJWv2pMlHPXb0I1znQKPJkrxYjWrl5MFPmsnX1SzgK5i5FC2okDYkZhyHK9tYNn-8ICKRgIPmvi-EHd8jumzik7i&xkcb=SoBK67M3_Gf2kIb_Wx0HbzkdCdPP&fccid=08143ec1fc16aa49&cmp=A-Y-%2526-J-Solicitors&ti=Content+Writer&vjs=3
Executive - Operations,STARTEK,,The candidate should have their Own laptop as per the below configuration and Stable Internet Connectivity. Candidate should be fluent in English + Hindi.,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=410bd86c98058eef&bb=SdWaHCZt3f-Bs2EO6wLK4n7bhylHBnqMHpsEzdpCawEmn_D_wqUjVFKBriQ97SHStF3crnGwK5-sX-vx40ZWxCS27besJiw9PTk0k1K6OoJWW3_SLX0j_Q%3D%3D&xkcb=SoD-67M3_Gf2kIb_Wx0GbzkdCdPP&fccid=f125b81a05deec68&vjs=3
Process Executive - Quickbooks Online,POWERED BOOKKEEPING SOLUTIONS PVT LTD,,"We review your bank transactions, receipts & invoices and provide an detailed report to submit with IRS. Credit Card Reconciliation: Import credit card charges…","Jayanagar, Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=74e04e9b184c0f67&bb=SdWaHCZt3f-Bs2EO6wLK4qX3B9dp08je-rpqGQIsSfwQZTbm_OGZCBmPFUBNrqmfHIhY3m0QVsoRLjEcpnI0GW0Cee-eLsqX4UqUi8nWyeTbH-fdtt6fY_iczOQxkBdu&xkcb=SoBj67M3_Gf2kIb_Wx0FbzkdCdPP&fccid=1627e44625ed8203&cmp=POWERED-BOOKKEEPING-SOLUTIONS-PVT-LTD&ti=Process+Executive+-+Quickbooks+Online&vjs=3
Digital Marketing Assistant,Blankpages,,"Pay: ₹9,628.62 - ₹40,617.74 per month. We are seeking a Digital Marketing Manager to lead our digital marketing efforts. Job Title: Digital Marketing Manager.",Remote,https://in.indeed.com/rc/clk?jk=738da965a650ad7c&bb=9qyr4bnhiQdlh23owsMrUL47Aa6DjCX1Nv5hCNLDI3jZWtrt41EbpYLUGTVFZveKuST_MZ_xXOZHgtNnSy7TsYUklL77_uAN-yFSSsVuVPpjozvo0mPf9fTVUkGrpaIi&xkcb=SoDm67M3_Gf2aHxGs50LbzkdCdPP&fccid=784269bb552322ea&cmp=Blankpages&ti=Digital+Marketer&vjs=3
Construction Supervisor,CCTEB India Pvt Ltd,,"1, more than 5 years of engineering site construction management experience in real estate and construction industry companies, large-scale project organization…","Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=170077b5b31326f0&bb=9qyr4bnhiQdlh23owsMrUDXRFlrfU9LbS2XfhttELvF9MloRu94Gb2OTl5IWI9uSlYQ8H378U1jEWbiyyLYE2ZtYrDvi0XxHXNTgNUK8Dco3TX_JayE6i-NlT4O6Vp-G&xkcb=SoBS67M3_Gf2aHxGs50KbzkdCdPP&fccid=ad2df852c9cc459d&cmp=CCTEB-INDIA-PVR-LTD&ti=Construction+Supervisor&vjs=3
Admission advise Counsellor,Shikshadarpana,,"Pay: ₹20,000.00 - ₹50,000.00 per month. Providing in-depth information to prospective candidates includes counselling through phone, email, chat and social…","HSR Layout, Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=4812e79392fdef3d&bb=9qyr4bnhiQdlh23owsMrUH3nsL1guklIgV9ziqIoXjlo4HqJvS1Vvz4oywuOE5UqcML8r2q27b0MgoZIwwpiCw18cYAOK0u22TpUXMeVzbKO1y-nSU_36YEmF7QPrK4o&xkcb=SoDP67M3_Gf2aHxGs50JbzkdCdPP&fccid=652e292302f875ed&cmp=Shikshadarpana&ti=Admission+Counselor&vjs=3
Digital Marketers (Remote),Spysr Services Private Limited,,"As a Digital Marketer, you will play a crucial role in executing various online marketing strategies to promote our brand, engage with our audience, and drive…",Remote,https://in.indeed.com/rc/clk?jk=a80944ba842b5587&bb=9qyr4bnhiQdlh23owsMrULnTBrzDUqVyoDWgF_AZPXByyaCjF0r-AlEq8lTToOE41l-2BG10-lvnkv-7hBQg7DC9pT5rjd6dFXTNDFvzTqitakBvyLGVE0YqiQpgJpHR&xkcb=SoB767M3_Gf2aHxGs50IbzkdCdPP&fccid=5b1bf93376cb4c8b&cmp=Spysr-Services-Private-Limited&ti=Digital+Marketers+%28remote%29&vjs=3
Assistant Supervisor,Prosperity Partners,,"We are professional, agile, professional and our goal is to Our goal is to create a highly professional team to meet the goals of our company .",Remote,https://in.indeed.com/rc/clk?jk=6efe40c0af3e3831&bb=9qyr4bnhiQdlh23owsMrUGrpBN7T8n9wWHbkgFAjhd04WPp8hp-QiKK1HwKezB0_k-6crBEchBB3eiIqsGWEXAmklSPjjHW_Lc1Td-z0uO8Ueoi0pEFUJ3pJc62cQnJX&xkcb=SoD167M3_Gf2aHxGs50PbzkdCdPP&fccid=982cfd880fbc3f39&cmp=Prosperity-Partners&ti=Assistant+Supervisor&vjs=3
Front Office Executive,TRIO Schools,,"If you embody these qualities, we invite you to apply to a job at TRIO. They make sure that teachers have the support and resources required to provide the best…","Sahakar Nagar, Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=157c132bdeaff646&bb=9qyr4bnhiQdlh23owsMrUCDzzjOBX6lmTZbRcW-HSf2HK-e2RQ6o_J7ENR2Wkckm6i2YUDeZhtFbYIB9rpzbou8KToaPoQhHVTeNtw3LrlKlqUOxJaOn1lQRZE638Gln&xkcb=SoBB67M3_Gf2aHxGs50ObzkdCdPP&fccid=e1f3415209a546f0&cmp=TRIO-Schools&ti=Front+Desk+Manager&vjs=3
Digital Marketing Intern,Digitaldynamos,,"Digital marketers need to stay updated on industry trends and use data-driven insights to drive results. Pay: ₹8,086.00 - ₹23,719.31 per month.",Remote,https://in.indeed.com/rc/clk?jk=7210a12b57a626b7&bb=9qyr4bnhiQdlh23owsMrUHEOD-02-9JlzFx-Ybw1-a2wY2fHnRg8TE90ajiJhvhS5_8ShL3fdlpnVRr3AJSdeSiJi1fKw6u27h4gZRWDcj9e2AHIHpfdDUAc03uhAOJW&xkcb=SoDc67M3_Gf2aHxGs50NbzkdCdPP&fccid=3bb6bd073c90e396&cmp=Digitaldynamos&ti=Digital+Marketing+Intern&vjs=3
Backend Executive,Accident relief care pvt ltd,,"For more details call : 9606037841. Pay: ₹18,000.00 - ₹25,000.00 per month. We are looking for Female Backend Executive for Insurance company.","RT Nagar, Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=bb1314f64fe39918&bb=9qyr4bnhiQdlh23owsMrULwUH_KxzpeNVxXms2iRb_FJ85h27UF1y8qp7I9zl7iL7C2Bwac_KsErH7tpqqi-oKP2KOUMPYX7rZZ263D4QB3iN2p4RzVsuq8xcBnnRfeS&xkcb=SoBo67M3_Gf2aHxGs50MbzkdCdPP&fccid=0664443b2df9d63b&cmp=Accident-Relief-care&ti=Backend+Executive&vjs=3
Supply Chain & Sales Coordinator,"Synergy Global Housing, LLC",,Assist in the planning and execution of client engagement activities and industry events. This position description is not intended to be an exhaustive list of…,Remote,https://in.indeed.com/rc/clk?jk=744cbf0a612aebd8&bb=9qyr4bnhiQdlh23owsMrUBbix-_40c5NUO6pGZlOUhw9dy5gD0se0RrD8x5Mlkb3p_kYJmZQD5r5trTTavY7zgI8yW1zGH6WnEcBRTfRnGLbBqMiKXXeQ87XBNv5-7qp&xkcb=SoCB67M3_Gf2aHxGs50DbzkdCdPP&fccid=200fbbdd9ab9050a&cmp=Synergy-Serviced-Apartments&ti=Supply+Chain+Manager&vjs=3
Data Entry Operator - Accounts,CONECC CONCRETE SOLUTIONS PVT LTD,,We are looking for a detail-oriented Data Entry Operator to join our Accounts team and ensure the accuracy and efficiency of our financial data.,"Hospet, Karnataka",https://in.indeed.com/rc/clk?jk=778a9a7c9a7d6943&bb=9qyr4bnhiQdlh23owsMrULxp7dI6RvtgoQqqSYC-Erh1RhK8Rc2waFLaib1WTiuaYxgDZS-skBHp7HB3Z2nm0GAPGZqH2pQpNnrIzU-jG3MqN7Bz-KVHEcQTgz7pDsZl&xkcb=SoA167M3_Gf2aHxGs50CbzkdCdPP&fccid=41b275e03fdfed1d&cmp=NECC-CONCRETE-SOLUTIONS-PVT-LTD&ti=Data+Entry+Clerk&vjs=3
Freelance Email Collection,INDIAUM,,"Participants will be compensated with ₹10 per valid email, up to a maximum of ₹500. Expected hours: No more than 3 per week. Pay: From ₹3,000.00 per month.",Remote,https://in.indeed.com/rc/clk?jk=0e7cb8e8016bea91&bb=9qyr4bnhiQdlh23owsMrUMWRFnPJ9C3Q9umHceSuSlr2KPYI8sl1Ft0UkX4VX2-ShUVvNh7eCRvYSiuONk5Fmdw-_6129zm2cDo9b6gNJRmd05YzbSms6hJfpekTU32N&xkcb=SoCo67M3_Gf2aHxGs50BbzkdCdPP&fccid=8db4c7a70dd06af9&cmp=INDIAUM&ti=Freelance+Email+Collection&vjs=3
Copywriter,ASPIRATION ADVERTISING PRIVATE LIMITED,,Are you a wordsmith with a flair for creativity? Do you thrive on turning ideas into captivating copy? If you're ready to unleash your creativity and make your…,"Indiranagar, Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=bf1ca44696a67ddd&bb=9qyr4bnhiQdlh23owsMrUF7YxX8Nf_5a-JuTotjPFlEpylaE6_PGAdXdxyQB6GDR862DaEEkiWuFe9YBB32bv7IpUvj6dyxhNcO7CJSRcbm1f5vkxXIJQ_H6U6MJZ4L6&xkcb=SoAc67M3_Gf2aHxGs50AbzkdCdPP&fccid=987d68715626257c&cmp=ASPIRATION-ADVERTISING-PRIVATE-LIMITED&ti=Copywriter&vjs=3
Admin Coordinator,Featherfern Solutions,,"Maintain and update customer databases and CRM systems with current information. Respond to customer inquiries via phone, email, and in-person, providing…","Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=18e6c4c1da83d04f&bb=9qyr4bnhiQdlh23owsMrUDlDeCfbTTZwF_l3rSPAIm0bl1ZafMDg9MvPXVYq3D2DcVysSBHxV1sc9kYwODAl9dyl-kk8fbx5GY2QteY5sh0Dj43SZ7nHVr7aUZq5F7k3&xkcb=SoCS67M3_Gf2aHxGs50HbzkdCdPP&fccid=2908ddbdef9a693e&cmp=Featherfern-Solutions&ti=Admin+Coordinator&vjs=3
Social Media Intern,M.P. Foods,,"Pay: ₹8,000.00 - ₹15,000.00 per month. Craft engaging content, grow our social presence, and assist in marketing initiatives. Job Types: Part-time, Fresher.",Remote,https://in.indeed.com/rc/clk?jk=edb6c19a4753e0bc&bb=9qyr4bnhiQdlh23owsMrUFxov-DHYHVeOQj5GOD0mHwiIevvkLkFff98IDMZsWh1koaNBXXJPtY2DLTbZtxVXNxGO1eYVQC8qktE5FCJ5dkhwnRVFkszP9yQpcS2mYCK&xkcb=SoAm67M3_Gf2aHxGs50GbzkdCdPP&fccid=0985242cbe38b4fc&cmp=M.P.-Foods&ti=Social+Media+Intern&vjs=3
Sales & Marketing Executive ( Textile Export industry with 2 years Experience),HARINILA TEXTILES PRIVATE LIMITED,,"Providing exceptional customer service and support to address inquiries, resolve issues, and maintain client satisfaction. Total work: 3 years (Preferred).","Porur, Chennai, Tamil Nadu",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2rDzEpfRasmV46_yRB2o0P5eo71GiQoh8QWYs8_2C0o3v9Xqq2kgqb-XsIQ_pFc8Wt7WyTpmjCLlsROakmoQxm9ZGuyd7AqSvvBbWIxEbLUgyuGw9SPKyqDiKSEAkSoLQn5pdWL9mT8_UGoWVr7_dxHl-eoNfwuR5_UMCPsYs5Lq2AMgt_jURnHMIaoVkSzGFygEFmWFXYUhzVejJC76FTLYmGpW0GUOp4Z_bTH9NqNrr9a8ka7BEQnO-oz6P33C9HVFeTSCQsNsZ3sn8NsqdVBtf-wzbHFEERKzAd3qJKnbcV2mctlzSGXlZw-lbuVvznlE0xPl3Kt5fJPY7uIZBO29RImx9L_pzgNi9BF9g1rz97toQdlw6Hg82PqpKMgL7qkEs03zXPEWkJ2ogPMUo9s9AwBaK_YAyd6OdoF4q9MV_R-j_Lza-hZ3oW9pX3N5JBdnw-ZsXzMEZ9Neu4qmea27E870cGq_axbMaOegSU2IhcoZ4upcG1RUZZVWYqfrGR0ogfJRBUsBAF4DIjax6opVz7PpeF5j82G4EyYx-g0LgvdS4YiVvZKWOwoCbLflRAuxEOHdnxbPP1JVfF4ph0XXDryQkr7cOGsiRKYMwwMbXIllwuWNiZbTxWEYBdvICxaR5KwS8vgcMzN43PLNY175WY1U32QR2iBNt4vEAfg==&xkcb=SoBP6_M3_Gf2aHxGs50FbzkdCdPP&camk=nUmJqO2E8riiJGsTSJ71rQ==&p=14&fvj=1&vjs=3
Administrative Assistant,VANMORGAN OUTSOURCING PVT LTD,,Develop and maintain a filing system for easy retrieval and archiving of documents. Minimum of two years of work experience in an administrative role.,Remote,https://in.indeed.com/rc/clk?jk=46f3fa1a861aa2c4&bb=siZix8qBuU6q3NIEtQLCws95nunYOslafRRR-WFxljgwxzVDiVF9B_-frAvJ12rL4ilzuM498hOoTsXUn3tPcVfGu4R_aUo9oN7iTvomavcsgAh3MyN8-7OmR89a_NoC&xkcb=SoDN67M3_Gf2KsgP2L0LbzkdCdPP&fccid=8975e1e65eeb6bf0&cmp=Sthaveer-Business-Solutions-Pvt-Ltd&ti=Administrative+Assistant&vjs=3
Female tellcaller Excutive,Ramchand City Developers,,Qualification - 12th / Diploma / Any Degree. Higher Secondary(12th Pass) (Required).,"Tiruchchirappalli, Tamil Nadu",https://in.indeed.com/rc/clk?jk=344cb0e5efa67fcb&bb=siZix8qBuU6q3NIEtQLCwr3spZVXwbqmKI7PILUyLdyx4MCEOz3BZOkBdA_HXPy6H_kqV3DkpjFVJRPi2tobq2VOWWV9QT1smvTg1lXmOdAcbj0siQgm2QRt2MAG7oaG&xkcb=SoB567M3_Gf2KsgP2L0KbzkdCdPP&fccid=fc95623d395fe31a&cmp=Ramchand-City-Developers&ti=Female+Tellcaller+Excutive&vjs=3
Customer Success Associate,Sigma Solve Inc,," Display an ability to build confidence and trust in your direct reports.  Develop, retain, and motivate an existing team while recruiting for new members and…",Remote,https://in.indeed.com/rc/clk?jk=bfab0b6bdc80262d&bb=siZix8qBuU6q3NIEtQLCwtBw7PpDdDPX2GfYtHTXyi8pGdsGaHzE8umzAa3FitU9WBl4O3plwF9MLGQvu0Vnkyk2gMg9RGuwEDYczJ2d3dkZ93t1izQx4xfipOYT7uO-&xkcb=SoDk67M3_Gf2KsgP2L0JbzkdCdPP&fccid=2a971f40c67a5cee&cmp=Sigma-Solve-Inc&ti=Customer+Success+Manager&vjs=3
Medical Transcriptionist/Editor,Aquity Solutions India Pvt. Ltd,,"Both parttime and fulltime vacancies are available for experienced medical transcription. AQuity Solutions, India Private Limited,.",Remote,https://in.indeed.com/rc/clk?jk=2def5187ccacdaf9&bb=siZix8qBuU6q3NIEtQLCwuTMLSpNur3l4ozvCEujJhVsxtjFxQ0wqVnijkbvcGm3zNSiLsw5kBRBo8_ExY80PoufSFgJ25aPDj5v6Ds2AFqNT3k6_j3Tw_oa5Eqn9MFe&xkcb=SoBQ67M3_Gf2KsgP2L0IbzkdCdPP&fccid=6f9aa32e2efb7062&cmp=Aquity-Solutions&ti=Medical+Transcriptionist&vjs=3
Answerclub Knowledge contributor,INFINITEBOX,,It is a part time Contributor Role. You'll be finding relevant questions with answers on the given topics across internet and update the same in answerclub.org…,Remote,https://in.indeed.com/rc/clk?jk=8dfc1df640cf8360&bb=siZix8qBuU6q3NIEtQLCwuTMLSpNur3l2R0Rv4LvHSaJ-ZgGz_AGdiASqzwPR7GH9MS1lomJQtgmc6WpV4eoT3h1GZiNEuA8nRy1CwrHQcXT3TxJpSqPCc3S1IUqNclW&xkcb=SoDe67M3_Gf2KsgP2L0PbzkdCdPP&fccid=6d797bf702f3c158&cmp=INFINITEBOX&ti=Contributor&vjs=3
Data Entry Officer,B.S. Sponge Pvt. Ltd.,,"Salary :- 11,000 to 15,000 per month. Calibrate weighing scales at the start of general shift or before undertaking any weighing activity if weighing scale is…","Raigarh, Chhattisgarh",https://in.indeed.com/rc/clk?jk=92b974e4b4ae1d58&bb=siZix8qBuU6q3NIEtQLCwqAa_scTKX370v18g2duQyM9igiVXHbNRLbk0VYZTFSBTOywGHED3TjqycFk-MMwOPDonPG9MdE7PgH8NbQ3R0QaLSPr1VUI5gQgbLKcuqoV&xkcb=SoBq67M3_Gf2KsgP2L0ObzkdCdPP&fccid=0f9b889b67d80186&cmp=B.S.-Sponge-Pvt.-Ltd.&ti=Data+Entry+Clerk&vjs=3
DME (MIS),The Earth Home,,Tracking system of tasks completion which should cover the plan tat & actual tat along with allocated date. Automation of tasks delegation google sheet as per…,Remote,https://in.indeed.com/rc/clk?jk=e55802342cf2d66f&bb=siZix8qBuU6q3NIEtQLCwp5hsnl4INqBAmHVtqN1TkyMtSGZmIF3_p5cOtlX0nNxuxBTp7Ezl-zHdArgfC7vROjncEv8rAKD88WOXiiAJz_ZSm3_gDJwvMcJvWqAvFdj&xkcb=SoD367M3_Gf2KsgP2L0NbzkdCdPP&fccid=2442bdee9a1636b5&cmp=The-Earth-Home&ti=Dme+%28mis%29&vjs=3
Social Media Executive (REMOTE),Tventurer Pvt Ltd [Team-91.com],,,Remote,https://in.indeed.com/rc/clk?jk=e769ff761b026352&bb=siZix8qBuU6q3NIEtQLCwnWx8Gjp2Aamnw51P9aG7qazEH1xLLzMUXuFdmJuioBjbgztTF-PE39HQ71yuY_Q6ThQQ3wpVZe4ZJPRoP3ALbB9ZMNXmINJZzYCzOQyu7Gn&xkcb=SoBD67M3_Gf2KsgP2L0MbzkdCdPP&fccid=1e3fc8388db211da&cmp=Tventurer-Pvt-Ltd&ti=Social+Media+Specialist&vjs=3
Data Entry Operator (DEO),Designers Group,,"They handle typing in customer information provided directly into an electronic format, creating spreadsheets with large numbers of figures.","Thiruvananthapuram, Kerala",https://in.indeed.com/rc/clk?jk=bcf321bf4d6a10e9&bb=siZix8qBuU6q3NIEtQLCwnKP8yWPXM1LcwUmYNCztMIYfaGlV4nLIauuI2061dqk52v-5M29LlNsLaUw42QVsib1dz7Zqk2JQUlmIcReP2L4l40tIzM9NtzSE99d4urW&xkcb=SoCq67M3_Gf2KsgP2L0DbzkdCdPP&fccid=4b70396a53f2fc77&cmp=Designer%2527s-Group&ti=Data+Entry+Clerk&vjs=3
Customer Support(Hindi Speaking),Valueleaf services India pvt ltd.,,"Understanding key customer individual needs and addressing those needs. Handle customer queries, provide appropriate solutions and alternatives within the time…","Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=9093f5b74c378592&bb=siZix8qBuU6q3NIEtQLCwnWx8Gjp2AamCXr2zNC1fs3erzk53nTciDVCAFP6fmkOMbtZBDszrrx-TbM0I7JxSIOmPC17VyWApjsE1zSvZufsGx5uSLw5eDz1GPdhMQ2t&xkcb=SoAe67M3_Gf2KsgP2L0CbzkdCdPP&fccid=5a3e3efb7099ab75&cmp=valueleaf-services-India-pvt-ltd.&ti=Customer+Support+Representative&vjs=3
Hostel Warden,New Horizon College of Engineering,,To plan for up gradation and maintenance of Facilities in the hostels. Providing relevant information of students. To ensure security of the students.,"Marathahalli, Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=2b5edcbd9eb3386e&bb=siZix8qBuU6q3NIEtQLCwhoZW_CPIzAUYz37wKib3cDp7_1RPvUB495JZr5sJYyJaYOT4mjbjQFYTUdGMmH7W7S010hG5AgaJUHdSE9y8WU6CzcUr21oa5cEWpI0Zhbu&xkcb=SoCD67M3_Gf2KsgP2L0BbzkdCdPP&fccid=6049b75d7923d754&cmp=New-Horizon-Educational-Institute&ti=Hostel+Warden&vjs=3
Amazon Product Listing Expert,Yamuna Desi Store,,"Create, optimize, and manage Amazon listings to drive sales and enhance our brand. Create and optimize product listings. Optimize content based on performance.",Remote,https://in.indeed.com/rc/clk?jk=d9db5d91a75dfaf8&bb=siZix8qBuU6q3NIEtQLCwtZs2UUb2-DMIEfns2Htkcdc7lVz21qseUuBb5eYzPAwQ1yq1SVPnlWLEVuSpjOW9OxYtg3c6_HrSzVxi-LU06H2U1C7mF2yFZ6nQQ6EQ7_V&xkcb=SoA367M3_Gf2KsgP2L0AbzkdCdPP&fccid=fc099b9cab1bf8a2&cmp=Yamuna-Desi-Store&ti=Amazon+Product+Listing+Expert&vjs=3
IoT Internship for Freshers,CityGreens,,The ideal candidates will have completed graduation in related domains and carried out at least 3-4 college level projects.,Karnataka,https://in.indeed.com/rc/clk?jk=1ba0cb1e724c104c&bb=siZix8qBuU6q3NIEtQLCwl1kEYITmVvHLJMGJDtdm2IretXaIvcTnxk_GLJnTuclHqHAxU75MYu5hoyK0z2isxI6R_X55WGIomXYXN6odTIhHpo5oGIsQTBbp1lbDDZr&xkcb=SoC567M3_Gf2KsgP2L0HbzkdCdPP&fccid=908cd444d13ef1c2&vjs=3
CASH AND BILLING EXECUTIVE,NETHRADHAMA SUPER SPECIALITY EYE HOSPITAL,,Transfer information about the procedures to be performed into the billing system. Review invoices and statements and approve payments; supervise maintenance…,"Jayanagar, Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=f47f631969be3f98&bb=siZix8qBuU6q3NIEtQLCwi_Uq9WDxxP51P8XzwMIZQqFpWZYehmv6eMWqFJhO4xAvCqQGEMOeVz_H5YwGfbhUqqVvV1W-MAh0i76VRDTJkSDRDOJF5LdVK-mQQG_-Upa&xkcb=SoAN67M3_Gf2KsgP2L0GbzkdCdPP&fccid=d79c9c72f30eaa60&cmp=NETHRADHAMA-SUPER-SPECIALITY-EYE-HOSPITAL&ti=Cash+and+Billing+Executive&vjs=3
Talent Acquisition Coordinator,Saviynt,,"Support multiple recruiters with requisition management, interview scheduling and candidate follow up. Design reports and present data in a meaningful way with…",Remote,https://in.indeed.com/rc/clk?jk=c00875d8da910dad&bb=siZix8qBuU6q3NIEtQLCwvng8ORPcr1kg-3c2I8aYlH2NKWbYukcwudXrlpTYg2pYO2rPsqbbdnjMY44ojtRZBQhu55OPIhaDnlXORqp4uO4ri4-Q2Umhh5aiVQgc3eK&xkcb=SoCQ67M3_Gf2KsgP2L0FbzkdCdPP&fccid=e0399044b6094477&vjs=3
Pre primary school teacher,New Horizon Vidya Mandir,,Graduate with NTT / Pre-School Education / Early Childhood Education Programme (D.E.C.Ed) from any recognized institution with minimum 2 years of experience.,"Marathahalli, Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=0a55ab552ef01deb&bb=utaHZhLwuuzxRKPb_zP7OeKJtqY5QlurhwcqKTb8AtPDe7jNwUtsbfEJKB3yJ80w6bWpNwUPkzI17DYLb6wn7N5Ub74_vdAr9lmYT5Z13ZHiEkHrZGGPEuRJiY9AfpVW&xkcb=SoB967M3_Gf1gowHGx0LbzkdCdPP&fccid=9bd86202a0a16a03&cmp=New-Horizon-Vidya-Mandir&ti=Preschool+Teacher&vjs=3
